zip;county;state;geopoint;timezone
39336;NEWTON COUNTY;MS;32.307815,-89.26169;America/Chicago
39337;NEWTON COUNTY;MS;32.527955,-88.9952;America/Chicago
39338;JASPER COUNTY;MS;32.108768,-89.23675;America/Chicago
39339;WINSTON COUNTY;MS;33.109635,-89.02849;America/Chicago
39341;NOXUBEE COUNTY;MS;33.115598,-88.58159;America/Chicago
39342;LAUDERDALE COUNTY;MS;32.336743,-88.616297;America/Chicago
39345;NEWTON COUNTY;MS;32.317298,-89.14483;America/Chicago
39346;WINSTON COUNTY;MS;32.957794,-89.0821;America/Chicago
39347;JASPER COUNTY;MS;32.042598,-88.91588;America/Chicago
39348;JASPER COUNTY;MS;32.026165,-89.03762;America/Chicago
39350;NESHOBA COUNTY;MS;32.776368,-89.12788;America/Chicago
39352;KEMPER COUNTY;MS;32.678923,-88.49952;America/Chicago
39354;KEMPER COUNTY;MS;32.873605,-88.84028;America/Chicago
39355;CLARKE COUNTY;MS;32.057969,-88.67069;America/Chicago
39356;JASPER COUNTY;MS;32.154808,-89.03624;America/Chicago
39358;KEMPER COUNTY;MS;32.838485,-88.48707;America/Chicago
39359;SCOTT COUNTY;MS;32.568112,-89.33891;America/Chicago
39360;CLARKE COUNTY;MS;31.863493,-88.74923;America/Chicago
39361;NOXUBEE COUNTY;MS;32.985613,-88.57464;America/Chicago
39362;WAYNE COUNTY;MS;31.415048,-88.531;America/Chicago
39363;CLARKE COUNTY;MS;32.134826,-88.78589;America/Chicago
39364;LAUDERDALE COUNTY;MS;32.420314,-88.52234;America/Chicago
39365;NESHOBA COUNTY;MS;32.588341,-89.13047;America/Chicago
39366;JASPER COUNTY;MS;31.931474,-88.922;America/Chicago
39367;WAYNE COUNTY;MS;31.688901,-88.65623;America/Chicago
39401;FORREST COUNTY;MS;31.285508,-89.2799;America/Chicago
39402;LAMAR COUNTY;MS;31.325437,-89.37926;America/Chicago
39403;FORREST COUNTY;MS;31.356642,-89.382415;America/Chicago
39404;FORREST COUNTY;MS;31.172142,-89.294772;America/Chicago
39406;FORREST COUNTY;MS;31.172142,-89.294772;America/Chicago
39407;FORREST COUNTY;MS;31.172142,-89.294772;America/Chicago
39421;JEFFERSON DAVIS COUNTY;MS;31.490798,-89.72655;America/Chicago
39422;JASPER COUNTY;MS;31.969813,-89.27645;America/Chicago
39423;PERRY COUNTY;MS;31.176725,-88.91223;America/Chicago
39425;FORREST COUNTY;MS;31.059327,-89.09164;America/Chicago
39426;PEARL RIVER COUNTY;MS;30.641521,-89.65929;America/Chicago
39427;JEFFERSON DAVIS COUNTY;MS;31.49616,-89.83579;America/Chicago
39428;COVINGTON COUNTY;MS;31.651487,-89.56525;America/Chicago
39429;MARION COUNTY;MS;31.255242,-89.79264;America/Chicago
39436;JONES COUNTY;MS;31.436305,-89.29464;America/Chicago
39437;JONES COUNTY;MS;31.588327,-89.21431;America/Chicago
39439;JASPER COUNTY;MS;31.86883,-89.00323;America/Chicago
39440;JONES COUNTY;MS;31.701492,-89.1393;America/Chicago
39441;JONES COUNTY;MS;31.727664,-89.075482;America/Chicago
39442;JONES COUNTY;MS;31.682254,-89.040622;America/Chicago
39443;JONES COUNTY;MS;31.719947,-89.11948;America/Chicago
39451;GREENE COUNTY;MS;31.162188,-88.60093;America/Chicago
39452;GEORGE COUNTY;MS;30.873353,-88.58869;America/Chicago
39455;LAMAR COUNTY;MS;31.035015,-89.49561;America/Chicago
39456;GREENE COUNTY;MS;31.072789,-88.80915;America/Chicago
39457;PEARL RIVER COUNTY;MS;30.666936,-89.673392;America/Chicago
39459;JONES COUNTY;MS;31.496211,-89.30503;America/Chicago
39460;JASPER COUNTY;MS;32.013235,-89.11656;America/Chicago
39461;GREENE COUNTY;MS;31.176281,-88.72248;America/Chicago
39462;PERRY COUNTY;MS;31.215709,-89.04494;America/Chicago
39463;PEARL RIVER COUNTY;MS;30.563724,-89.557751;America/Chicago
39464;JONES COUNTY;MS;31.487531,-89.05842;America/Chicago
39465;FORREST COUNTY;MS;31.358823,-89.2279;America/Chicago
39466;PEARL RIVER COUNTY;MS;30.52798,-89.66611;America/Chicago
39470;PEARL RIVER COUNTY;MS;30.810936,-89.56435;America/Chicago
39474;JEFFERSON DAVIS COUNTY;MS;31.605946,-89.86086;America/Chicago
39475;LAMAR COUNTY;MS;31.165903,-89.41323;America/Chicago
39476;PERRY COUNTY;MS;31.355717,-88.85881;America/Chicago
39477;JONES COUNTY;MS;31.788517,-89.03379;America/Chicago
39478;MARION COUNTY;MS;31.054236,-89.85553;America/Chicago
39479;COVINGTON COUNTY;MS;31.543388,-89.4648;America/Chicago
39480;JONES COUNTY;MS;31.726898,-89.30528;America/Chicago
39481;JASPER COUNTY;MS;31.857399,-89.2469;America/Chicago
39482;LAMAR COUNTY;MS;31.376358,-89.58558;America/Chicago
39483;MARION COUNTY;MS;31.218509,-89.90761;America/Chicago
39501;HARRISON COUNTY;MS;30.380597,-89.09626;America/Chicago
39502;HARRISON COUNTY;MS;30.415795,-89.068448;America/Chicago
39503;HARRISON COUNTY;MS;30.461786,-89.10381;America/Chicago
39505;HARRISON COUNTY;MS;30.415795,-89.068448;America/Chicago
39506;HARRISON COUNTY;MS;30.415795,-89.068448;America/Chicago
39507;HARRISON COUNTY;MS;30.397044,-89.03998;America/Chicago
39520;HANCOCK COUNTY;MS;30.304327,-89.40705;America/Chicago
39521;HANCOCK COUNTY;MS;30.403156,-89.49821;America/Chicago
39522;HANCOCK COUNTY;MS;30.403156,-89.49821;America/Chicago
39525;HANCOCK COUNTY;MS;30.382544,-89.36958;America/Chicago
39529;HANCOCK COUNTY;MS;30.403156,-89.49821;America/Chicago
39530;HARRISON COUNTY;MS;30.399148,-88.88917;America/Chicago
39531;HARRISON COUNTY;MS;30.405831,-88.96219;America/Chicago
39532;HARRISON COUNTY;MS;30.462388,-88.93293;America/Chicago
39533;HARRISON COUNTY;MS;30.415795,-89.068448;America/Chicago
39534;HARRISON COUNTY;MS;30.415795,-89.068448;America/Chicago
39535;HARRISON COUNTY;MS;30.415795,-89.068448;America/Chicago
39540;HARRISON COUNTY;MS;30.444267,-88.899207;America/Chicago
39552;JACKSON COUNTY;MS;30.441072,-88.634482;America/Chicago
39553;JACKSON COUNTY;MS;30.400599,-88.65092;America/Chicago
39555;JACKSON COUNTY;MS;30.71325,-88.519743;America/Chicago
39556;HANCOCK COUNTY;MS;30.429334,-89.43471;America/Chicago
39558;HANCOCK COUNTY;MS;30.239124,-89.459526;America/Chicago
39560;HARRISON COUNTY;MS;30.356147,-89.16346;America/Chicago
39561;STONE COUNTY;MS;30.704034,-89.15395;America/Chicago
39562;JACKSON COUNTY;MS;30.522009,-88.50312;America/Chicago
39563;JACKSON COUNTY;MS;30.410999,-88.52514;America/Chicago
39564;JACKSON COUNTY;MS;30.403286,-88.77565;America/Chicago
39565;JACKSON COUNTY;MS;30.566715,-88.76018;America/Chicago
39566;JACKSON COUNTY;MS;30.441072,-88.634482;America/Chicago
39567;JACKSON COUNTY;MS;30.362203,-88.5469;America/Chicago
39568;JACKSON COUNTY;MS;30.441072,-88.634482;America/Chicago
39569;JACKSON COUNTY;MS;30.441072,-88.634482;America/Chicago
39571;HARRISON COUNTY;MS;30.371623,-89.27038;America/Chicago
39572;HANCOCK COUNTY;MS;30.249994,-89.60493;America/Chicago
39573;STONE COUNTY;MS;30.710795,-89.09325;America/Chicago
39574;HARRISON COUNTY;MS;30.600244,-89.11948;America/Chicago
39576;HANCOCK COUNTY;MS;30.289646,-89.38349;America/Chicago
39577;STONE COUNTY;MS;30.94336,-89.17912;America/Chicago
39581;JACKSON COUNTY;MS;30.36298,-88.52901;America/Chicago
39595;JACKSON COUNTY;MS;30.441072,-88.634482;America/Chicago
39601;LINCOLN COUNTY;MS;31.574319,-90.45029;America/Chicago
39602;LINCOLN COUNTY;MS;31.533354,-90.490661;America/Chicago
39603;LINCOLN COUNTY;MS;31.612287,-90.446702;America/Chicago
39629;LINCOLN COUNTY;MS;31.441613,-90.45281;America/Chicago
39630;FRANKLIN COUNTY;MS;31.463533,-90.84522;America/Chicago
39631;WILKINSON COUNTY;MS;31.078189,-91.07723;America/Chicago
39632;PIKE COUNTY;MS;31.059186,-90.46706;America/Chicago
39633;WILKINSON COUNTY;MS;31.296257,-91.12921;America/Chicago
39635;PIKE COUNTY;MS;31.186981,-90.44989;America/Chicago
39638;AMITE COUNTY;MS;31.206278,-90.9959;America/Chicago
39641;WALTHALL COUNTY;MS;31.363848,-90.17457;America/Chicago
39643;MARION COUNTY;MS;31.231448,-90.02263;America/Chicago
39645;AMITE COUNTY;MS;31.148177,-90.79859;America/Chicago
39647;FRANKLIN COUNTY;MS;31.509919,-90.69788;America/Chicago
39648;PIKE COUNTY;MS;31.225598,-90.43327;America/Chicago
39649;PIKE COUNTY;MS;31.17494,-90.403987;America/Chicago
39652;PIKE COUNTY;MS;31.117097,-90.45287;America/Chicago
39653;FRANKLIN COUNTY;MS;31.461337,-90.89208;America/Chicago
39654;LAWRENCE COUNTY;MS;31.544331,-90.1213;America/Chicago
39656;JEFFERSON DAVIS COUNTY;MS;31.458217,-89.93268;America/Chicago
39657;PIKE COUNTY;MS;31.028259,-90.4588;America/Chicago
39661;FRANKLIN COUNTY;MS;31.487982,-91.08403;America/Chicago
39662;LINCOLN COUNTY;MS;31.40227,-90.26002;America/Chicago
39663;LAWRENCE COUNTY;MS;31.590797,-90.00583;America/Chicago
39664;AMITE COUNTY;MS;31.328058,-90.67792;America/Chicago
39665;LAWRENCE COUNTY;MS;31.643751,-90.20776;America/Chicago
39666;PIKE COUNTY;MS;31.292262,-90.45228;America/Chicago
39667;WALTHALL COUNTY;MS;31.131018,-90.12856;America/Chicago
39668;JEFFERSON COUNTY;MS;31.668442,-90.76317;America/Chicago
39669;WILKINSON COUNTY;MS;31.120979,-91.35511;America/Chicago
39701;LOWNDES COUNTY;MS;33.492107,-88.43746;America/Chicago
39702;LOWNDES COUNTY;MS;33.463004,-88.35574;America/Chicago
39703;LOWNDES COUNTY;MS;33.484147,-88.283998;America/Chicago
39704;LOWNDES COUNTY;MS;33.69048,-88.33097;America/Chicago
39705;LOWNDES COUNTY;MS;33.581599,-88.43297;America/Chicago
39710;LOWNDES COUNTY;MS;33.51633,-88.460083;America/Chicago
39730;MONROE COUNTY;MS;33.833689,-88.55463;America/Chicago
39735;CHOCTAW COUNTY;MS;33.371974,-89.17616;America/Chicago
39736;LOWNDES COUNTY;MS;33.415448,-88.64745;America/Chicago
39737;WEBSTER COUNTY;MS;33.648956,-89.334234;America/Chicago
39739;NOXUBEE COUNTY;MS;33.243098,-88.60228;America/Chicago
39740;LOWNDES COUNTY;MS;33.752213,-88.30989;America/Chicago
39741;CLAY COUNTY;MS;33.67341,-88.87957;America/Chicago
39743;LOWNDES COUNTY;MS;33.313523,-88.62721;America/Chicago
39744;WEBSTER COUNTY;MS;33.577688,-89.3028;America/Chicago
39745;CHOCTAW COUNTY;MS;33.312695,-89.41628;America/Chicago
39746;MONROE COUNTY;MS;33.743856,-88.42703;America/Chicago
39747;MONTGOMERY COUNTY;MS;33.413657,-89.56261;America/Chicago
39750;WEBSTER COUNTY;MS;33.596326,-89.07609;America/Chicago
39751;WEBSTER COUNTY;MS;33.702318,-89.05064;America/Chicago
39752;WEBSTER COUNTY;MS;33.54549,-89.13632;America/Chicago
39753;LOWNDES COUNTY;MS;33.483814,-88.640881;America/Chicago
39754;CLAY COUNTY;MS;33.659271,-88.753976;America/Chicago
39755;CLAY COUNTY;MS;33.608062,-88.9596;America/Chicago
39756;CLAY COUNTY;MS;33.786542,-88.72404;America/Chicago
39759;OKTIBBEHA COUNTY;MS;33.450215,-88.82383;America/Chicago
39760;OKTIBBEHA COUNTY;MS;33.459924,-88.832163;America/Chicago
39762;OKTIBBEHA COUNTY;MS;33.453349,-88.79107;America/Chicago
39766;LOWNDES COUNTY;MS;33.615277,-88.31031;America/Chicago
39767;WEBSTER COUNTY;MS;33.463558,-89.46705;America/Chicago
39769;OKTIBBEHA COUNTY;MS;33.333797,-89.01361;America/Chicago
39771;WEBSTER COUNTY;MS;33.606148,-89.27527;America/Chicago
39772;CHOCTAW COUNTY;MS;33.321345,-89.32063;America/Chicago
39773;CLAY COUNTY;MS;33.619058,-88.64686;America/Chicago
39776;CHICKASAW COUNTY;MS;33.779165,-89.03949;America/Chicago
39813;CALHOUN COUNTY;GA;31.41, -84.69;America/New_York
39815;DECATUR COUNTY;GA;30.74, -84.47;America/New_York
39817;DECATUR COUNTY;GA;30.94, -84.6;America/New_York
39818;DECATUR COUNTY;GA;30.78, -84.63;America/New_York
39819;DECATUR COUNTY;GA;30.8, -84.5;America/New_York
39823;EARLY COUNTY;GA;31.33, -84.94;America/New_York
39824;CLAY COUNTY;GA;31.55, -84.86;America/New_York
39825;DECATUR COUNTY;GA;30.94, -84.71;America/New_York
39826;TERRELL COUNTY;GA;31.82, -84.32;America/New_York
39827;GRADY COUNTY;GA;30.97, -84.2;America/New_York
39828;GRADY COUNTY;GA;30.87, -84.2;America/New_York
39829;GRADY COUNTY;GA;30.72, -84.34;America/New_York
39832;EARLY COUNTY;GA;31.18, -85.03;America/New_York
39834;DECATUR COUNTY;GA;30.89, -84.44;America/New_York
39836;RANDOLPH COUNTY;GA;31.66, -84.87;America/New_York
39837;MILLER COUNTY;GA;31.15, -84.67;America/New_York
39840;RANDOLPH COUNTY;GA;31.77, -84.75;America/New_York
39841;EARLY COUNTY;GA;31.28, -84.67;America/New_York
39842;TERRELL COUNTY;GA;31.76, -84.44;America/New_York
39845;SEMINOLE COUNTY;GA;31.04, -84.87;America/New_York
39846;CALHOUN COUNTY;GA;31.56, -84.73;America/New_York
39851;CLAY COUNTY;GA;31.61, -84.99;America/New_York
39852;DECATUR COUNTY;GA;30.79, -84.55;America/New_York
39854;QUITMAN COUNTY;GA;31.85, -85.04;America/New_York
39859;SEMINOLE COUNTY;GA;30.97, -84.8;America/New_York
39861;EARLY COUNTY;GA;31.14, -85;America/New_York
39862;CALHOUN COUNTY;GA;31.48, -84.5;America/New_York
39866;CALHOUN COUNTY;GA;31.55, -84.62;America/New_York
39867;CLAY COUNTY;GA;31.82, -84.94;America/New_York
39870;BAKER COUNTY;GA;31.3, -84.37;America/New_York
39877;TERRELL COUNTY;GA;31.92, -84.49;America/New_York
39885;TERRELL COUNTY;GA;31.72, -84.35;America/New_York
39886;RANDOLPH COUNTY;GA;31.73, -84.6;America/New_York
39897;GRADY COUNTY;GA;30.9, -84.32;America/New_York
39901;FULTON COUNTY;GA;33.891251,-84.07456;America/New_York
40003;SHELBY COUNTY;KY;38.279797,-85.03498;America/New_York
40004;NELSON COUNTY;KY;37.81109,-85.46164;America/New_York
40006;TRIMBLE COUNTY;KY;38.597624,-85.33889;America/New_York
40007;HENRY COUNTY;KY;38.452451,-85.00764;America/New_York
40008;NELSON COUNTY;KY;37.923734,-85.28257;America/New_York
40009;MARION COUNTY;KY;37.477192,-85.10175;America/New_York
40010;OLDHAM COUNTY;KY;38.366467,-85.45075;America/New_York
40011;HENRY COUNTY;KY;38.53445,-85.17178;America/New_York
40012;NELSON COUNTY;KY;37.905918,-85.21241;America/New_York
40013;NELSON COUNTY;KY;37.928563,-85.49036;America/New_York
40014;OLDHAM COUNTY;KY;38.335106,-85.4584;America/New_York
40018;JEFFERSON COUNTY;KY;38.22977,-85.66304;America/Kentucky/Louisville
40019;HENRY COUNTY;KY;38.370336,-85.17208;America/New_York
40020;NELSON COUNTY;KY;37.9348,-85.38765;America/New_York
40022;SHELBY COUNTY;KY;38.147801,-85.33158;America/New_York
40023;JEFFERSON COUNTY;KY;38.182772,-85.43238;America/Kentucky/Louisville
40025;JEFFERSON COUNTY;KY;38.309597,-85.643359;America/Kentucky/Louisville
40026;OLDHAM COUNTY;KY;38.411964,-85.57066;America/New_York
40027;JEFFERSON COUNTY;KY;38.329718,-85.63299;America/Kentucky/Louisville
40031;OLDHAM COUNTY;KY;38.407833,-85.38475;America/New_York
40032;OLDHAM COUNTY;KY;38.40464,-85.460504;America/New_York
40033;MARION COUNTY;KY;37.565894,-85.25148;America/New_York
40036;HENRY COUNTY;KY;38.434443,-84.96898;America/New_York
40037;MARION COUNTY;KY;37.652712,-85.41337;America/New_York
40040;WASHINGTON COUNTY;KY;37.742806,-85.05564;America/New_York
40041;JEFFERSON COUNTY;KY;38.25361,-85.662215;America/Kentucky/Louisville
40045;TRIMBLE COUNTY;KY;38.702793,-85.37187;America/New_York
40046;SPENCER COUNTY;KY;38.026767,-85.1869;America/New_York
40047;BULLITT COUNTY;KY;38.045982,-85.55467;America/New_York
40048;NELSON COUNTY;KY;37.756941,-85.44671;America/New_York
40049;MARION COUNTY;KY;37.660251,-85.393204;America/New_York
40050;HENRY COUNTY;KY;38.435604,-85.17658;America/New_York
40051;NELSON COUNTY;KY;37.656291,-85.58099;America/New_York
40052;NELSON COUNTY;KY;37.585365,-85.50817;America/New_York
40055;HENRY COUNTY;KY;38.495454,-85.33839;America/New_York
40056;OLDHAM COUNTY;KY;38.308109,-85.48714;America/New_York
40057;HENRY COUNTY;KY;38.386916,-85.06609;America/New_York
40058;HENRY COUNTY;KY;38.433076,-85.17111;America/New_York
40059;JEFFERSON COUNTY;KY;38.350915,-85.60042;America/Kentucky/Louisville
40060;MARION COUNTY;KY;37.533395,-85.43588;America/New_York
40061;WASHINGTON COUNTY;KY;37.773962,-85.201068;America/New_York
40062;MARION COUNTY;KY;37.590699,-85.45004;America/New_York
40063;MARION COUNTY;KY;37.579519,-85.355132;America/New_York
40065;SHELBY COUNTY;KY;38.211511,-85.21658;America/New_York
40066;SHELBY COUNTY;KY;38.197268,-85.212156;America/New_York
40067;SHELBY COUNTY;KY;38.210818,-85.36122;America/New_York
40068;HENRY COUNTY;KY;38.400619,-85.27741;America/New_York
40069;WASHINGTON COUNTY;KY;37.702418,-85.22257;America/New_York
40070;HENRY COUNTY;KY;38.486325,-85.27425;America/New_York
40071;SPENCER COUNTY;KY;38.045406,-85.36427;America/New_York
40075;HENRY COUNTY;KY;38.552133,-85.101879;America/New_York
40076;SHELBY COUNTY;KY;38.122088,-85.06677;America/New_York
40077;OLDHAM COUNTY;KY;38.491982,-85.4722;America/New_York
40078;WASHINGTON COUNTY;KY;37.840066,-85.12572;America/New_York
40104;MEADE COUNTY;KY;38.087303,-86.35414;America/New_York
40107;NELSON COUNTY;KY;37.768921,-85.65602;America/New_York
40108;MEADE COUNTY;KY;37.973094,-86.11831;America/New_York
40109;BULLITT COUNTY;KY;38.062515,-85.73559;America/New_York
40110;BULLITT COUNTY;KY;37.93462,-85.65545;America/New_York
40111;BRECKINRIDGE COUNTY;KY;37.816771,-86.63448;America/Chicago
40115;BRECKINRIDGE COUNTY;KY;37.753533,-86.21654;America/Chicago
40117;MEADE COUNTY;KY;37.915077,-86.14434;America/New_York
40118;JEFFERSON COUNTY;KY;38.106135,-85.75362;America/Kentucky/Louisville
40119;GRAYSON COUNTY;KY;37.600179,-86.52846;America/Chicago
40121;HARDIN COUNTY;KY;37.895491,-85.9662;America/New_York
40122;HARDIN COUNTY;KY;37.89, -85.96;America/New_York
40129;BULLITT COUNTY;KY;38.07, -85.67;America/New_York
40140;BRECKINRIDGE COUNTY;KY;37.675627,-86.23001;America/Chicago
40142;MEADE COUNTY;KY;37.894075,-86.20383;America/New_York
40143;BRECKINRIDGE COUNTY;KY;37.777083,-86.48345;America/Chicago
40144;BRECKINRIDGE COUNTY;KY;37.750101,-86.39972;America/Chicago
40145;BRECKINRIDGE COUNTY;KY;37.652706,-86.3173;America/Chicago
40146;BRECKINRIDGE COUNTY;KY;37.88108,-86.31377;America/Chicago
40150;BULLITT COUNTY;KY;37.849334,-85.73269;America/New_York
40152;BRECKINRIDGE COUNTY;KY;37.61966,-86.45078;America/Chicago
40153;BRECKINRIDGE COUNTY;KY;37.802295,-86.414768;America/Chicago
40155;MEADE COUNTY;KY;37.937825,-85.99137;America/New_York
40157;MEADE COUNTY;KY;38.028543,-86.38511;America/New_York
40159;HARDIN COUNTY;KY;37.723474,-85.976854;America/New_York
40160;HARDIN COUNTY;KY;37.828459,-85.93888;America/New_York
40161;MEADE COUNTY;KY;38.005963,-86.398391;America/New_York
40162;HARDIN COUNTY;KY;37.756775,-86.00073;America/New_York
40165;BULLITT COUNTY;KY;37.997938,-85.69667;America/New_York
40166;;KY;37.99, -85.72;America/New_York
40170;BRECKINRIDGE COUNTY;KY;37.965908,-86.49255;America/Chicago
40171;BRECKINRIDGE COUNTY;KY;37.969766,-86.43079;America/Chicago
40175;HARDIN COUNTY;KY;37.826822,-86.00692;America/New_York
40176;BRECKINRIDGE COUNTY;KY;37.934279,-86.34869;America/Chicago
40177;HARDIN COUNTY;KY;37.997957,-85.94452;America/New_York
40178;BRECKINRIDGE COUNTY;KY;37.647315,-86.40623;America/Chicago
40201;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40202;JEFFERSON COUNTY;KY;38.252854,-85.75137;America/Kentucky/Louisville
40203;JEFFERSON COUNTY;KY;38.248106,-85.7665;America/Kentucky/Louisville
40204;JEFFERSON COUNTY;KY;38.23862,-85.72626;America/Kentucky/Louisville
40205;JEFFERSON COUNTY;KY;38.22292,-85.68326;America/Kentucky/Louisville
40206;JEFFERSON COUNTY;KY;38.254671,-85.70254;America/Kentucky/Louisville
40207;JEFFERSON COUNTY;KY;38.257489,-85.65134;America/Kentucky/Louisville
40208;JEFFERSON COUNTY;KY;38.218764,-85.76241;America/Kentucky/Louisville
40209;JEFFERSON COUNTY;KY;38.19187,-85.75298;America/Kentucky/Louisville
40210;JEFFERSON COUNTY;KY;38.23067,-85.78665;America/Kentucky/Louisville
40211;JEFFERSON COUNTY;KY;38.24142,-85.81181;America/Kentucky/Louisville
40212;JEFFERSON COUNTY;KY;38.26632,-85.79998;America/Kentucky/Louisville
40213;JEFFERSON COUNTY;KY;38.186126,-85.71304;America/Kentucky/Louisville
40214;JEFFERSON COUNTY;KY;38.160936,-85.77624;America/Kentucky/Louisville
40215;JEFFERSON COUNTY;KY;38.19192,-85.78405;America/Kentucky/Louisville
40216;JEFFERSON COUNTY;KY;38.188886,-85.83137;America/Kentucky/Louisville
40217;JEFFERSON COUNTY;KY;38.21632,-85.739;America/Kentucky/Louisville
40218;JEFFERSON COUNTY;KY;38.193769,-85.65733;America/Kentucky/Louisville
40219;JEFFERSON COUNTY;KY;38.141638,-85.68218;America/Kentucky/Louisville
40220;JEFFERSON COUNTY;KY;38.214982,-85.62207;America/Kentucky/Louisville
40221;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40222;JEFFERSON COUNTY;KY;38.26507,-85.61319;America/Kentucky/Louisville
40223;JEFFERSON COUNTY;KY;38.258941,-85.55574;America/Kentucky/Louisville
40224;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40225;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40228;JEFFERSON COUNTY;KY;38.137586,-85.62741;America/Kentucky/Louisville
40229;JEFFERSON COUNTY;KY;38.085601,-85.66979;America/Kentucky/Louisville
40231;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40232;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40233;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40241;JEFFERSON COUNTY;KY;38.305636,-85.58424;America/Kentucky/Louisville
40242;JEFFERSON COUNTY;KY;38.279059,-85.59037;America/Kentucky/Louisville
40243;JEFFERSON COUNTY;KY;38.237155,-85.53657;America/Kentucky/Louisville
40245;JEFFERSON COUNTY;KY;38.270855,-85.48322;America/Kentucky/Louisville
40250;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40251;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40252;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40253;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40255;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40256;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40257;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40258;JEFFERSON COUNTY;KY;38.141719,-85.86375;America/Kentucky/Louisville
40259;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40261;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40266;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40268;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40269;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40270;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40272;JEFFERSON COUNTY;KY;38.096056,-85.85994;America/Kentucky/Louisville
40280;JEFFERSON COUNTY;KY;38.246721,-85.685261;America/Kentucky/Louisville
40281;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40282;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40283;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40285;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40287;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40289;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40290;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40291;JEFFERSON COUNTY;KY;38.147232,-85.59169;America/Kentucky/Louisville
40292;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40293;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40294;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40295;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40296;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40297;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40298;JEFFERSON COUNTY;KY;38.188962,-85.676819;America/Kentucky/Louisville
40299;JEFFERSON COUNTY;KY;38.190568,-85.55348;America/Kentucky/Louisville
40310;MERCER COUNTY;KY;37.754255,-84.76904;America/New_York
40311;NICHOLAS COUNTY;KY;38.320944,-84.02358;America/New_York
40312;POWELL COUNTY;KY;37.846536,-83.9343;America/New_York
40313;ROWAN COUNTY;KY;38.156248,-83.41586;America/New_York
40316;MENIFEE COUNTY;KY;37.933123,-83.52303;America/New_York
40317;ROWAN COUNTY;KY;38.176471,-83.268234;America/New_York
40319;ROWAN COUNTY;KY;38.140258,-83.533691;America/New_York
40322;MENIFEE COUNTY;KY;37.937105,-83.63429;America/New_York
40324;SCOTT COUNTY;KY;38.221179,-84.55465;America/New_York
40328;MARION COUNTY;KY;37.561722,-85.0227;America/New_York
40330;MERCER COUNTY;KY;37.773923,-84.85812;America/New_York
40334;MONTGOMERY COUNTY;KY;38.016706,-83.76639;America/New_York
40336;ESTILL COUNTY;KY;37.694764,-83.9771;America/New_York
40337;MONTGOMERY COUNTY;KY;37.9615,-83.8438;America/New_York
40339;JESSAMINE COUNTY;KY;37.942941,-84.64418;America/New_York
40340;JESSAMINE COUNTY;KY;37.866238,-84.579491;America/New_York
40342;ANDERSON COUNTY;KY;38.012479,-84.94075;America/New_York
40346;MENIFEE COUNTY;KY;37.979941,-83.73183;America/New_York
